bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_country,country,latitude,longitude,coordinates,first_published,book_format,edition_avgRating,added_toShelves,first_author,num_contributors,size_of_publisher,size_of_author,book_count,is_serie,has_edition,book_age,category,genre_category,description,standardized_genres
13149,the thomas berryman number,james patterson,2.86,0446600458,9780446600453,eng,272,4320,307,4/1/1996,grand central,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1976",paperback,2.85,11481.0,james patterson,1,3,3,1,0,0,0,paperback,fiction,"You are about to begin one of the classic American novels of suspense by one of the world's bestselling authors. It begins with three terrifying murders in the South. It ends with a relentless and unforgettable manhunt in the North. In between is the riveting story of a chilling assassin, the woman he loves, and the beloved leader he is hired to kill with extreme prejudice.",Fiction
13151,london bridges alex cross 10,james patterson,3.94,0446613355,9780446613354,eng,403,36334,905,10/1/2005,vision,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","november 1, 2004",mass market paperback,3.94,80724.0,james patterson,1,2,3,1,1,0,1,paperback,fiction,"TWO OF THE GREATEST VILLAINS JAMES PATTERSON HAS EVER CREATED IN ONE BOOK! Minutes after soldiers evacuate a Nevada town, a bomb completely destroys it. On vacation, FBI agent Alex Cross gets the call: the blast was perpetrated by the Wolf. A supercriminal and Cross's deadliest nemesis, the Wolf threatens to obliterate major cities, including London, Paris, and New York. Then evidence reveals the involvement of a ruthless assassin known as the Weasel. Could these two dark geniuses be working together? Now with just four days to prevent an unimaginable cataclysm, Cross is catapulted into an international chase of astonishing danger --- and toward the explosive truth about the Wolf's identity, a revelation that Cross may not survive.",Fiction
13152,the angel experiment maximum ride 1,james patterson,4.08,0446617792,9780446617796,eng,445,187892,7624,5/5/2006,grand central,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 1, 2005",mass market paperback,4.08,349095.0,james patterson,1,3,3,1,1,0,1,paperback,fiction,Excellent Item,Fiction
13155,3rd degree womens murder club 3,james patterson/andrew gross,4.02,0446696641,9780446696647,eng,352,268,13,5/20/2005,grand central,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","february 26, 2004",paperback,4.08,932.0,james patterson,2,3,3,1,1,1,1,paperback,biography & autobiography,"In James Patterson's shockingly suspenseful #1 New York Times bestseller , one member of the Women's Murder Club is hiding a secret so dangerous that it could destroy them all. One of James Patterson's best loved heroines is about to die. Detective Lindsay Boxer is jogging along a beautiful San Francisco street when a fiery explosion rips through the neighborhood. When Lindsay plunges inside to search for survivors, she finds three people dead. A lost infant and a mysterious message at the scene leaves Lindsay and the San Francisco Police Department completely baffled. Then a prominent businessman is found murdered under bizarre circumstances, with another mysterious message left behind by the killer. Lindsay asks her friends Claire Washburn of the medical examiner's office, Assistant D.A. Jill Bernhardt, and Chronicle reporter Cindy Thomas to help her figure out who is committing these murders-and why they are intent on killing someone every three days. Even more terrifying, the killer has targeted one of the four friends who call themselves the Women's Murder Club. Which one will it be?","Biography, Autobiography"
13157,the jester,james patterson/andrew gross,3.8,0755300203,9780755300204,eng,548,16563,849,3/1/2004,headline,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","march 3, 2003",paperback,3.81,31886.0,james patterson,2,2,3,1,0,0,1,paperback,crusades,"Freedom - in eleventh-century France, it is a luxury enjoyed by only the King and nobility. For the serf, it is surely worth fighting for. But is it worth dying for? Arriving home disillusioned from the Crusades, Hugh DeLuc discovers that his village has been ransacked and his wife abducted. The dark riders came in the dead of night, like devils, wearing no colours but black crosses on their chests, leaving no clue as to who they are. Knights they may be, but honour and chivalry are not part of their code. They search for a relic, one worth more than any throne in Europe, and no man can stand in their way. Until Hugh, taking on the role of a jester, is able to infiltrate the enemy's castle where he believes his wife is being held captive. And when a man is fighting for freedom - for his wife, and for everything he holds dear - he will prove a formidable opponent.",History
13158,see how they run,james patterson,3.84,1568654235,9781568654232,eng,320,48,1,7/8/1997,doubleday,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","april 27, 1979",hardcover,3.48,294.0,james patterson,1,2,3,1,0,0,0,hardcover,conspiracies,"Outside New York City, the palatial home of Dr. David Strauss's parents is attacked by gunmen during a glittering party. As he watches helplessly, his wife is murdered. In Los Angeles, Strauss's brother is killed during the Academy Award ceremonies. In Manhattan, his past sweetheart, Alix Rothchild, is running for her life. Dr. David Strauss is soon obsessed with finding the explosive secret behind the murders of his family members. His dangerous odyssey takes him across Europe, and finally to the Olympics, where one of the most shattering surprises in suspense fiction will take place.","Conspiracy Theory, Unsolved Mysteries"
13161,miracle on the 17th green travis mckinley 1,james patterson/peter de jonge,3.68,0316693359,9780316693356,eng,160,3733,320,5/5/1999,back bay,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1996",paperback,3.66,9250.0,james patterson,2,3,3,1,1,0,1,paperback,domestic fiction,"Travis McKinley's life has drifted sideways. His job, his marriage, even his children all feel disconnected and distant. Has he really accomplished nothing of consequence in his life? One Christmas Day, Travis plays a round of golf and finds himself for the first time in the zone--playing like a pro. In astonishingly short order, Travis is catapulted into the PGA Senior Open at Pebble Beach, where he advances to the final round. And while his wife, his children, and a live television audience watch, a miracle takes place that changes Travis, and his family, forever.","Fiction, Children"
13162,when the wind blows when the wind blows 1,james patterson,3.93,0446676438,9780446676434,eng,416,42701,1337,4/1/2000,grand central,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","october 28, 1998",paperback,3.93,77308.0,james patterson,1,3,3,1,1,0,1,paperback,fiction,"Frannie O'Neill is a caring young veterinarian living in the Colorado Rockies, trying to erase the memory of her beloved husband's mysterious murder. It is not long before another neighbor suddenly dies, and FBI agent Kit Harrison arrives at Frannie's doorstep. Kit is hell-bent on solving the heinous case despite resounding protests from the FBI and the thrashing of his own internal demons. Kit secretly pursues the investigation, yet witnesses keep turning up dead. Then Frannie stumbles upon an astonishing discovery in the nearby woods, and their lives are altered in ways they could never have imagined. Simply knowing the secret of Max -- the terrified 11-year-old girl with an amazing gift -- could mean death.",Fiction
13164,santakid,james patterson/michael garland,3.88,0316000612,9780316000611,eng,48,862,53,11/1/2004,jimmy patterson,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","october 4, 2004",hardcover,3.86,2310.0,james patterson,2,1,3,1,0,0,1,hardcover,juvenile fiction,"Join the Claus family as they bring Christmas magic back to the North Pole in James Patterson's uplifting story of holiday cheer. When Warrie Ransom, the Big Boss of the Exmas Express Company, decides to buy Christmas and rename it Exmas, the Claus family can't believe their eyes. Everything at the North Pole seems to change overnight—the elves stop making kids' favorite toys, the Christmas doves won't fly or sing, and no one seems to laugh anymore. It looks like Christmas is going to be ruined. But then the Claus family's daughter, Chrissie, remembers something she had learned from her dad: you must believe in something bigger than yourself. With a little help from her dad's helpers, Chrissie—as santaKid—delivers presents to children on Christmas eve, sending Warrie Ransom back to where he came from! After all, when you believe in something, magic can happen.","Children, Fiction"
13173,a little prairie house,laura ingalls wilder/renée graef,4.19,0064435261,9780064435260,eng,32,1561,45,3/21/1999,harpercollins,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1998",paperback,4.21,2906.0,laura ingalls wilder,2,3,2,1,0,0,1,paperback,juvenile fiction,"Long, long ago, a little girl named Laura Ingalls headed west toward the prairie with her Pa, her Ma, her sisters, Mary and Carrie, and their good old bulldog, Jack. They traveled far each day in their covered wagon, driving through tall grass until they found just the right spot for their new home. With the help of their kind neighbor, Mr. Edwards, Pa built a snug little house for the family in the middle of the wide-open prairie. Laura Ingalls Wilder's Little House books have been cherished by generations of readers. Now for the first time, the youngest readers can share her adventure in these very special picture books adapted from Laura Ingalls Wilder's beloved story-books. Renee Graef's warm paintings, inspired by Garth Williams' classic Little House illustrations, bring Laura and her family lovingly to life. recieved her bachelor's degree in art from the University of Wisconsin at Madison. She is the illustrator of teh paper dolls and the Kirsten books in the American Girls Collection. She is also an avid hat collector, with over 150 hats at last count. She lives in Milwaukee, Wisconsin, with her huisband, Tim, and thier children, Maggie and Maxfeild.Join the Ingalls family as they pick a special spot on the prairie and build their snug log cabin home. Their new neighbor, Mr. Edwards, comes by to help, and after the hard work is through, everyone sings and dances to the joyful music of Pa's fiddle. Renee Graef's enchanting full-color illustrations, inspired by Garth William's classic artwork, bring Laura and her family lovingly to life in this eleventh title in the My First Little House Books series, adapted from Laura Ingalls Wilder's beloved storybooks.","Children, Fiction"
13177,private parts,howard stern,3.77,0671009443,9780671009441,eng,660,3878,151,3/1/1997,pocket,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1993",mass market paperback,3.79,6620.0,howard stern,1,3,1,1,0,0,1,paperback,celebrities,"The #1 bestseller and fastest selling autobiography of all time, ""Private Parts, "" will be released on March 14 as a major motion picture from Paramount Pictures and Rysher Entertainment. This is the event Stern's millions of fans have been waiting for. Yes, The King of All Media is back, letting it all hang out in his outrageous new movie. And here is the book that tracks the odyssey. In ""Private Parts"" Stern spills his life story, from his dysfunctional beginnings to his unlikely, turbulent rise to super stardom. In the process, he shares his views on everything from foreign policy to fatherhood and Madonna to masturbation, with lots of lesbians in between. No matter whose side you're on -- Cher's ""I hate him. He's just a creep, "" or Stallone's ""I love him. I really love him"" -- Stern's brutally frank ""Don't ask, I'll tell"" tome spares no group or institution. Studded throughout with Howard's favorite photos, pickings from the Hate-Mailbag and illustrations, this is the original, in-your-face manifesto complete with movie art that will once again have fans storming the bookstores...and everyone else running for cover.","Entertainment, Biography"
13180,the private parts of women,lesley glaister,3.8,0747526036,9780747526032,eng,288,22,3,9/1/2002,bloomsbury plc,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","march 21, 1996",paperback,3.46,44.0,lesley glaister,1,2,1,1,0,0,1,paperback,fiction,Inis has run away from her husband and children. Her new neighbour Trixie is eighty-four years old and a hymn-singing Salvation Army veteran. Trixie's life is one of apparent calm but beneath the surface lie not one but three different personalities. One of them is very private. And very dangerous.,Fiction
13194,green arrow vol 1 quiver,kevin smith/phil hester/ande parks,4.07,1563899655,9781563899652,en-us,232,5299,131,12/16/2008,dc comics,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2001",paperback,4.07,8120.0,kevin smith,3,2,1,1,0,0,1,paperback,archers,"Writer/director Kevin Smith (Clerks, Chasing Amy, Dogma) delivers an awe-inspiring tale which resurrects DC Comics' original Emerald Archer -- the legendary Green Arrow! Stunningly rendered by the top talents of Phil Hester and Ande Parks, Green Arrow: Quiver follows Oliver Queen through man's most uncharted realms -- life, death, and back to life again. This deluxe hardcover edition collects the first ten issues of the best-selling Green Arrow monthly series, includes the original painted covers by Matt Wagner and features a new introduction by Kevin Smith.",Arts & Design
13196,quiver,stephanie spinner,3.51,0440238196,9780440238195,en-us,177,837,95,4/12/2005,laurelleaf,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","october 8, 2002",mass market paperback,3.53,2532.0,stephanie spinner,1,1,1,1,0,0,1,paperback,young adult fiction,"It was Artemis, goddess of the hunt and mistress of the wild, who rescued the abandoned baby Atalanta, sending a she-bear to nurse her and a band of hunters to raise her in safety. Now sixteen, Atalanta, famous archer and swiftest mortal alive, has devoted her life to the goddess. When strangers appear in Atalanta's village one day, they bring shattering news. The father who forsook her is a king. And he has summoned his daughter with a simple, chilling command: marry and produce an heir. Fleet-footed Atalanta, determined not to betray Artemis, counters with a grim proposal. She will marry the first man to outrun her in a footrace, and those she defeats must die. It is Atalanta's desperate hope that no man will be foolish enough to meet her challenge.","Fiction, Children"
13199,a quiver full of arrows,jeffrey archer,3.78,0312937695,9780312937690,eng,288,9214,179,8/30/2005,st martins,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1980",mass market paperback,3.79,15948.0,jeffrey archer,1,3,1,1,0,0,0,paperback,fiction,"Ordinary Heros, Extraordinary Deeds The bestselling author of Kane & Abel, The Prodigal Daughter and Honor Among Theives once again astonishes, delights, and electrifies his legions of fans. From London to China, and New York to Nigeria, Jeffrey Archer takes the reader on a tour of ancient heirlooms and modern romance, of cutthroat business and kindly strangers, of lives lived in the realms of power and lives freed from the gloom of oppression. Fortunes are made and squandered, honor betrayed and redeemed, and love lost and rediscovered. Embracing the passions that drive men and women to love and to hate, the short stories in will captivate the hearts and souls of readers of everywhere.",Fiction
13203,celebrations rituals of peace and prayer,maya angelou,4.13,1400066107,9781400066100,eng,128,748,105,10/24/2006,random house,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2006",hardcover,4.17,3676.0,maya angelou,1,3,1,1,0,0,1,hardcover,poetry,"Grace, dignity, and eloquence have long been hallmarks of Maya Angelou’s poetry. Her measured verses have stirred our souls, energized our minds, and healed our hearts. Whether offering hope in the darkest of nights or expressing sincere joy at the extraordinariness of the everyday, Maya Angelou has served as our common voice. Celebrations is a collection of timely and timeless poems that are an integral part of the global fabric. Several works have become nearly as iconic as Angelou herself: the inspiring “On the Pulse of Morning,” read at President William Jefferson Clinton’s 1993 inauguration; the heartening “Amazing Peace,” presented at the 2005 lighting of the National Christmas Tree at the White House; “A Brave and Startling Truth,” which marked the fiftieth anniversary of the United Nations; and “Mother,” which beautifully honors the first woman in our lives. Angelou writes of celebrations public and private, a bar mitzvah wish to her nephew, a birthday greeting to Oprah Winfrey, and a memorial tribute to the late Luther Vandross and Barry White. More than a writer, Angelou is a chronicler of history, an advocate for peace, and a champion for the planet, as well as a patriot, a mentor, and a friend. To be shared and cherished, the wisdom and poetry of Maya Angelou proves there is always cause for celebration.",Arts & Design
13206,the collected autobiographies of maya angelou,maya angelou,4.63,0679643257,9780679643258,eng,1184,991,55,9/21/2004,modern library,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","september 21, 1995",hardcover,4.13,7653.0,maya angelou,1,3,1,1,0,0,1,hardcover,biography & autobiography,"Superbly told, with the poet's gift for language and observation, Angelou's autobiography of her childhood in Arkansas - a world of which most Americans are ignorant.","Biography, Autobiography"
13210,wouldnt take nothing for my journey now,maya angelou,4.27,0553380176,9780553380170,eng,127,7423,319,5/12/1997,bantam,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 21, 1993",paperback,4.31,18434.0,maya angelou,1,3,1,1,0,0,1,paperback,biography & autobiography,"Maya Angelou, one of the best-loved authors of our time, shares the wisdom of a remarkable life in this best-selling spiritual classic. This is Maya Angelou talking from the heart, down to earth and real, but also inspiring. This is a book to treasured, a book about being in all ways a woman, about living well, about the power of the word, and about the power do spirituality to move and shape your life. Passionate, lively, and lyrical, Maya Angelou's latest unforgettable work offers a gem of truth on every page. From the Paperback edition.","Biography, Autobiography"
13211,and still i rise,maya angelou/linda sunshine/diego rivera,4.42,0375505962,9780375505966,eng,54,3720,240,8/7/2001,random house,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1978",hardcover,4.46,17879.0,maya angelou,3,3,1,1,0,0,0,hardcover,african americans,"In this inspiring poem, Maya Angelou celebrates the courage of the human spirit over the harshest of obstacles. An ode to the power that resides in us all to overcome the most difficult circumstances, this poem is truly an inspiration and affirmation of the faith that restores and nourishes the soul. Entwined with the vivid paintings of Diego Rivera, the renowned Mexican artist, Angelou's words paint a portrait of the amazing human spirit, its quiet dignity, and pools of strength and courage. An ideal gift for a friend, lover, or family member, this special edition will be treasured by all who receive it.","History, Social Science"
13215,life doesnt frighten me,maya angelou/jean-michel basquiat/sara jane boyers,4.41,1556702884,9781556702884,eng,32,1246,164,2/6/1996,abrams for young readers,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","february 6, 1993",hardcover,4.42,5908.0,maya angelou,3,1,1,1,0,0,1,hardcover,juvenile nonfiction,"Maya Angelou's poetic celebration of the courage within each person is matched by the daring vision of artist Basquiat, whose childlike style reveals the fanciful imaginings of childhood. In this introduction to poetry and contemporary art, brief biographies of Angelou and Basquiat accompany the text and artwork.","Nonfiction, Children"
13228,cumbres borrascosas,emily brontë,3.85,8497644743,9788497644747,spa,384,156,28,5/28/2006,edimat libros,spain,es,40.463667,-3.74922,"(40.463667, -3.74922)","december 1, 1847",paperback,3.82,320.0,emily brontë,1,1,1,1,0,1,0,paperback,england,"La poderosa y hosca figura del atormentado Heathcliff domina ""Cumbres Borrascosas"", novela apasionada y tempestuosa cuya sensibilidad se adelantó a su tiempo. Los brumosos y sombríos páramos de Yorkshire son el singular escenario donde se desarrolla con fuerza arrebatadora esta historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte y que hacen de ella una de las obras más singulares y atractivas de todos los tiempos. La poderosa y hosca figura del atormentado Heathcliff domina ""Cumbres Borrascosas"", novela apasionada y tempestuosa cuya sensibilidad se adelantó a su tiempo. Los brumosos y sombríos páramos de Yorkshire son el singular escenario donde se desarrolla con fuerza arrebatadora esta historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte y que hacen de ella una de las obras más singulares y atractivas de todos los tiempos.",History
13237,dreaming in pictures the photography,lewis carroll/douglas r. nickel,4.01,0300091699,9780300091694,eng,172,104,6,8/11/2002,yale university,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2001",hardcover,4.04,355.0,lewis carroll,2,2,2,1,0,0,1,hardcover,biography & autobiography,"Lewis Carroll was the pen-name of the Reverend Charles Lutwidge Dodgson, the author of ""Alice's Adventures in Wonderland"" and other beloved children's books. But before achieving fame as an author, Carroll was a prolific and sophisticated photographer, acutely engaged in the art world of Victorian England. This illustrated volume examines Carroll's photographs not as the sideline of a celebrated writer, but as the creations of a serious photographic artist, and demonstrates their importance to the history of photography. Douglas Nickel traces the evolution in thought about Carroll's photography in the period since his death, demonstrating the ways it has been viewed largely through the filter of his literary reputation. Key to this have been certain preconceptions built up around Carroll's attitudes toward children, especially Alice Liddell, the inspiration for his first book and the subject of a number of his photographs. Nickel demonstrates how, by overturning the modern myths that have attached themselves to Carroll's photography, the works themselves can be seen again as they were by their original Victorian viewers. This analysis is designed to reveal not only Carroll's signal achievement in the medium, but also a new understanding of Victorian art photography in general.","Biography, Autobiography"
13238,lewis carrolls jabberwocky a book of brillig dioramas,lewis carroll/graeme base,4.14,0810935201,9780810935204,eng,14,31,2,3/30/1996,harry n abrams,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1872",hardcover,4.44,73.0,lewis carroll,2,2,2,1,0,0,0,hardcover,juvenile nonfiction,"The illustrations set the classic nonsense poem taken from ""Through the Looking Glass"" in medieval times.","Nonfiction, Children"
13241,the collected short stories of maxim gorky,maxim gorky/avrahm yarmolinsky/moura budberg,3.96,0806510757,9780806510750,eng,404,883,16,8/18/1988,citadel,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1909",paperback,3.98,2745.0,maxim gorky,3,2,1,1,0,0,0,paperback,russian literature,"Maxim Gorky continues to be regarded as the greatest literary representative of revolutionary Russia. Born of the people, and having experienced in his own person their sufferings and their misery, he was enabled by his extraordinary genius to voice their grievances and their aspirations for a better life as no academic could. His international fame rests on a tremendous literary output, including the powerful play ""The Lower Depths,"" the monumental novel of the 1905 Russian Revolution, ""Mother,"" his vital Autobiography and, of course, his short stories. This edition of ""The Collected Short Stories of Maxim Gorky"" includes his benchmark masterpieces ""Creatures That Once Were Men"" and ""Twenty-Six Men and a Girl"" as well as ""Chelkash and My Fellow-Traveller"" among many others. The collection represents the very best of Gorky's genius. For this edition the renowned scholar and author Frederic Ewen has written a penetrating new introduction evaluating Gorky's place in the world's literary pantheon.","Literature, Fiction, History, Education"
13254,name dropping,jane heller,3.52,0312978332,9780312978334,eng,323,701,53,3/15/2001,st martins,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","april 28, 2000",mass market paperback,3.51,1450.0,jane heller,1,3,1,1,0,0,1,paperback,fiction,"Pre-school teacher Nancy Stern is in a rut, spending her days with four-year-olds and her Saturday nights with a good book. Then another woman with the same name moves into her Manhattan apartment building...a Nancy Stern who lives in the penthouse...A Nancy Stern who's blond and leggy and has a stable of boyfriends...a Nancy Stern who interviews celebrities for glossy magazines. Now Nursery School Nancy is deluged with mail and phone calls and deliveries of flowers - all meant for the Glamorous Nancy. It's all too much to bear - until a man calls one night, intending to ask the other Nancy on a blind date. What follows is a raucous and romantic tale involving mix-ups, mistaken identity, and murder...",Fiction
13257,many luscious lollipops a book about adjectives,ruth heller,4.06,0698116410,9780698116412,en-us,48,322,41,2/23/1998,puffin,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1989",paperback,4.08,854.0,ruth heller,1,3,1,1,0,0,0,paperback,fiction,"“To further a child’s grasp of the meaning and function of adjectives, this gorgeous picture book provides enrichment and depth of understanding… A visual and auditory feast, designed to make language discovery appealing and rewarding.” —Publishers Weekly “An excellent and enjoyable introduction to grammar both for younger children who will respond to the verse and images and for older children who will get an overview of adjectives and their uses.” —School Library Journal “The brilliantly colored illustrations are grand attention grabbers that give the unabashedly technical terms real punch.” — An adjective never fails to add details to what you write and say. A MESMERIZING, COLORFUL and GLITTERING display. A WET and SOGGY day. RAINY, WINTERY and GRAY. Explore language and discover how to identify and create many different types of adjectives from demonstratives to articles, to proper adjectives. Dedicated to helping children learn a variety of nonfiction subjects, the Explore series uses pitch-perfect rhyming text and brilliantly illustrated images to make learning fun.",Fiction
13258,what was she thinking notes on a scandal,zoë heller,3.71,0312421990,9780312421991,eng,258,13674,1166,6/1/2004,picador,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2003",paperback,3.71,37711.0,zoë heller,1,3,1,1,0,1,1,paperback,fiction,"Schoolteacher Barbara Covett has led a solitary life until Sheba Hart, the new art teacher at St. George's, befriends her. But even as their relationship develops, so too does another: Sheba has begun an illicit affair with an underage male student. When the scandal turns into a media circus, Barbara decides to write an account in her friend's defense—and ends up revealing not only Sheba's secrets, but also her own.",Fiction
13260,night of long shadows eberron inquisitives 2,paul crilley,3.65,0786942703,9780786942701,en-us,306,152,14,5/8/2007,wizards of the coast,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","may 8, 2007",mass market paperback,3.64,458.0,paul crilley,1,2,1,1,1,0,1,paperback,eberron (imaginary place),"Explore the dark under-belly of Khorvaire with Eberron 's version of the private detective - The Inquisitives! Nights of the Long the three nights of the year when the darkest powers of the world gain strength and rise to prey upon the unwary. When one of Sharn's most famed Inquisitives is hired to investigate a brutal murder at Morgrave University, his brilliance may be his damnation, as he uncovers a trail of blood leading from the deediest neighborhoods of the City of Towers to the highest reaches of power.",Fantasy
13270,poetics,aristotle/malcolm heath,3.82,0140446362,9780140446364,eng,144,12610,486,9/26/1996,penguin,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 336",paperback,3.84,51423.0,aristotle,2,3,1,1,0,0,0,paperback,literary criticism,"'What is poetry, how many kinds of it are there, and what are their specific effects?' Aristotle's Poetics is the most influential book on poetry ever written. A founding text of European aesthetics and literary criticism, from it stems much of our modern understanding of the creation and impact of imaginative writing, including poetry, drama, and fiction. For Aristotle, the art of representation conveys universal truths which we can appreciate more easily than the lessons of history or philosophy. In his short treatise Aristotle discusses the origins of poetry and its early development, the nature of tragedy and plot, and offers practical advice to playwrights.","Arts & Design, Criticism"
13275,poetics of music in the form of six lessons,igor stravinsky/george seferis/arthur knodel/ingolf dahl,4.11,0674678567,9780674678569,eng,160,988,31,2/26/1970,harvard university,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1942",paperback,4.12,3742.0,igor stravinsky,4,3,1,1,0,0,0,paperback,music,"One of the greatest of contemporary composers has here set down in delightfully personal fashion his general ideas about music and some accounts of his own experience as a composer. Every concert-goer and lover of music will take keen pleasure in his notes about the essential features of music, the process of musical composition, inspiration, musical types, and musical execution. Throughout the volume are to he found trenchant comments on such subjects as Wagnerism, the operas of Verdi, musical taste, musical snobbery, the influence of political ideas on Russian music under the Soviets, musical improvisation as opposed to musical construction, the nature of melody, and the function of the critic of music. Musical people of every sort will welcome this first presentation in English of an unusually interesting book.",Arts & Design
13276,an introduction to the old testament poetic books,c. hassell bullock,3.68,0802441416,9780802441416,eng,392,39,5,8/8/1988,moody,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","june 1, 1979",hardcover,3.57,205.0,c hassell bullock,1,1,1,1,0,0,0,hardcover,bible,A revision of the book that is already a standard in Old Testament studies. An inspiring look into the breadth and power of Israel's wisdom and poetry.,Religion
13285,mondrian,john milner/piet mondrian,3.73,0714831670,9780714831671,eng,235,26,1,4/1/1995,phaidon,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","november 1, 1992",paperback,3.69,92.0,john milner,2,1,1,1,0,0,1,paperback,art,"The unmistakable work of Piet Mondrian (1872-1944) is characterized by its rhythm, clarity and bold colours. Often considered wholly non-representational, his paintings were in fact inspired directly by his experience of life. By examining Mondrian's fascinating process of working - through his drawings, studies and finished paintings - John Milner explores the energetic tension between the brilliantly disciplined compositions and their underlying subject matter.",Arts & Design
13310,writings on art,mark rothko/miguel lópez-remiro,3.84,0300114400,9780300114409,eng,192,102,8,4/28/2006,yale university,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","december 1, 2002",hardcover,3.87,449.0,mark rothko,2,2,1,1,0,0,1,hardcover,fiction,"While the collected writings of many major 20th-century artists, including Barnett Newman, Robert Motherwell, and Ad Reinhardt, have been published, Mark Rothko’s writings have only recently come to light, beginning with the critically acclaimed The Artist’s Reality: Philosophies of Art. Rothko’s other written works have yet to be brought together into a major publication. Writings on Art fills this significant void; it includes some 90 documents—including short essays, letters, statements, and lectures—written by Rothko over the course of his career. The texts are fully annotated, and a chronology of the artist’s life and work is also included. This provocative compilation of both published and unpublished writings from 1934--69 reveals a number of things about Rothko: the importance of writing for an artist who many believed had renounced the written word; the meaning of transmission and transition that he experienced as an art teacher at the Brooklyn Jewish Center Academy; his deep concern for meditation and spirituality; and his private relationships with contemporary artists (including Newman, Motherwell, and Clyfford Still) as well as journalists and curators. As was revealed in Rothko’s , what emerges from this collection is a more detailed picture of a sophisticated, deeply knowledgeable, and philosophical artist who was also a passionate and articulate writer.",Fiction
13314,the legacy of mark rothko,lee seldes,3.87,0306807254,9780306807251,eng,403,36,5,8/22/1996,da capo,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1978",paperback,3.84,252.0,lee seldes,1,2,1,1,0,0,0,paperback,art,"At the time of Mark Rothko's apparent suicide in 1970, the deeply troubled, pioneering artist of Abstract Expressionism was at the height of fame and financial success; yet within months of the funeral, his three trusted friends, acting as executors, relinquished his entire legacy of 800 paintings to the powerful, international Marlborough Galleries (run by Frank Lloyd) for a fraction of their real worth on terms suspiciously unfavorable to the estate. The suit that Rothko's daughter brought against the executors and Marlborough rocked the art world with its shocking revelations of corruption in the international art trade: from the deceptions practiced on Rothko when he was alive to the scandals after his death involving conspiracies and cover-ups, double dealings and betrayals, missing paintings and manipulated markets, phony sales and laundered profits, forgery and fraud.",Arts & Design
13320,mark rothko,diane waldman/bernard malamud,4.04,0810915871,9780810915879,eng,296,45,2,9/1/1978,harry n abrams,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 1, 1978",hardcover,4.08,129.0,diane waldman,2,2,1,1,0,1,0,hardcover,painters,"The pioneer of abstract colour painting is documented here. Rothko's childhood, his student days at Yale, his early career, and his crucial role in the development of the New York School of Abstract Expressionism are described, and the progression of his work analyzed.","Arts & Design, Biography"
